query_id,status,is_completed,judge_correct,judge_parse_error,search_calls,get_document_calls,total_tool_calls,budget_exhausted,actual_retrieval_searches,blocked_exact_duplicate_searches,unparsable_search_outputs,result_slots,unique_docids_seen,repeated_result_slots,repeated_result_slot_percent,zero_novelty_searches,low_novelty_searches_le_3_new,high_overlap_searches_ge_7_repeats,repeated_reasoning_events,max_exact_reasoning_repeat,retrieval_recall,citation_precision,citation_recall,explicit_cannot_determine,early_completed_before_budget,final_evidence_gap_signal,caveated_candidate_before_budget,productive_tool_calls,rejected_duplicate_calls,early_final_guard_triggered,early_final_recoveries,emergency_finalizer_attempted,emergency_finalizer_succeeded,retrieval_exclusions_applied,retrieval_fallback_applied,stagnation_guidance_count,model_confidence,gold_answer_literal_found_in_tool_output,extracted_answer_literal_found_in_tool_output,correct_answer,extracted_answer,run_file,eval_file
797,completed,True,True,False,8,1,9,False,8,0,0,80,30,50,62.5,1,5,5,0,1,0.6666666666666666,1.0,0.6666666666666666,False,True,False,False,9,0,False,0,False,False,False,False,0,85.0,True,True,Breadfast,Breadfast,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_797.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_797_eval.json
798,completed,True,False,False,17,0,17,False,16,1,0,160,45,115,71.875,4,11,11,0,1,0.3333333333333333,0.0967741935483871,0.3333333333333333,False,True,True,True,17,1,False,0,False,False,False,False,0,65.0,False,True,Lady Shri Ram College for Women,Lok Nayak Bhimrao Ambedkar Institute,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_798.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_798_eval.json
800,completed,True,False,False,16,1,17,False,16,0,0,160,84,76,47.5,2,6,6,0,1,0.6,0.0,0.0,False,True,False,False,17,0,False,0,False,False,False,False,0,90.0,True,False,Heaven,The Passion,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_800.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_800_eval.json
801,completed,True,True,False,3,1,4,False,3,0,0,30,28,2,6.6667,0,0,0,0,1,0.8888888888888888,0.8333333333333334,0.5555555555555556,False,True,False,False,4,0,False,0,False,False,False,False,0,100.0,False,False,Lebo,Lebo,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_801.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_801_eval.json
802,completed,True,False,False,14,1,15,False,14,0,0,140,75,65,46.4286,0,3,3,0,1,0.4444444444444444,0.75,0.3333333333333333,False,True,True,True,15,0,False,0,False,False,False,False,0,70.0,True,True,Monique Marguerite Alberte Vanwelsenaere,Monique Messine,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_802.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_802_eval.json
804,completed,True,True,False,7,0,7,False,7,0,0,70,27,43,61.4286,1,4,4,0,1,0.5,1.0,0.3,False,True,False,False,7,0,False,0,False,False,False,False,0,95.0,True,True,Jaja of Opobo: The slave who became a king,Jaja of Opobo: the slave who became a king,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_804.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_804_eval.json
805,completed,True,True,False,8,1,9,False,8,0,0,80,40,40,50.0,2,4,4,0,1,0.5555555555555556,1.0,0.4444444444444444,False,True,True,True,9,0,False,0,False,False,False,False,0,95.0,True,True,Ana Djaimilia dos Santos Pereira de Almeida Brito,Ana Djaimilia dos Santos Pereira de Almeida Brito,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_805.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_805_eval.json
806,completed,True,True,False,15,1,16,False,15,0,0,150,42,108,72.0,4,11,11,0,1,1.0,1.0,1.0,False,True,True,True,16,0,False,0,False,False,False,False,0,80.0,False,False,"Mack, Sheffield","Mack, Sheffield",C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_806.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_806_eval.json
809,completed,True,True,False,12,1,13,False,12,0,0,120,58,62,51.6667,2,4,4,0,1,0.6666666666666666,1.0,0.6666666666666666,False,True,False,False,13,0,False,0,False,False,False,False,0,70.0,True,True,Sadiq,Sadiq,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_809.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_809_eval.json
810,completed,True,True,False,18,0,18,False,18,0,0,180,84,96,53.3333,1,7,7,0,1,0.5,1.0,0.25,False,True,True,True,18,0,False,0,False,False,False,False,0,70.0,True,True,Irving,Irving,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_810.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_810_eval.json
811,completed,True,False,False,24,0,24,True,10,14,0,100,65,35,35.0,0,2,2,14,15,1.0,1.0,0.8,False,False,False,False,24,14,False,0,False,False,False,False,0,100.0,True,True,Tweentrepreneurs,What About Blob?,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_811.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_811_eval.json
814,completed,True,False,False,18,0,18,False,18,0,0,180,61,119,66.1111,3,11,11,0,1,0.4444444444444444,1.0,0.3333333333333333,True,True,True,False,18,0,False,0,False,False,False,False,0,20.0,True,False,Holly Gauthier-Frankel,None,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_814.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_814_eval.json
815,completed,True,True,False,11,1,12,False,11,0,0,110,43,67,60.9091,1,7,7,0,1,0.5555555555555556,1.0,0.3333333333333333,False,True,False,False,12,0,False,0,False,False,False,False,0,90.0,True,True,One Red Rose,One Red Rose,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_815.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_815_eval.json
816,completed,True,True,False,16,2,18,False,16,0,0,160,50,110,68.75,2,11,11,0,1,0.4444444444444444,0.75,0.3333333333333333,False,True,False,False,18,0,False,0,False,False,False,False,0,85.0,True,True,Professional Pests,The Professional Pests,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_816.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_816_eval.json
819,completed,True,True,False,12,3,15,False,12,0,0,120,67,53,44.1667,0,2,2,0,1,0.8,1.0,0.6,False,True,False,False,15,0,False,0,False,False,False,False,0,100.0,True,True,Energetic; melodic; banging; clubby; bacon.,Energetic; melodic; banging; clubby; bacon,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_819.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_819_eval.json
820,completed,True,False,False,3,1,4,False,3,0,0,30,14,16,53.3333,1,1,1,0,1,0.75,1.0,0.5,False,True,False,False,4,0,False,0,False,False,False,False,0,95.0,True,True,Genetics Nepal Pvt. Ltd,Genetics Nepal,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_820.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_820_eval.json
821,completed,True,False,False,24,0,24,True,5,19,0,50,30,20,40.0,0,1,1,16,16,1.0,1.0,0.3333333333333333,True,False,False,False,24,19,False,0,False,False,False,False,0,100.0,False,False,94%,None,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_821.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_821_eval.json
822,completed,True,False,False,14,1,15,False,14,0,0,140,29,111,79.2857,7,10,10,1,2,0.2222222222222222,1.0,0.1111111111111111,True,True,True,False,15,0,False,0,False,False,False,False,0,20.0,False,False,2004,None,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_822.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_822_eval.json
823,completed,True,True,False,6,2,8,False,6,0,0,60,40,20,33.3333,0,1,1,0,1,0.8,1.0,0.4,False,True,False,False,8,0,False,0,False,False,False,False,0,95.0,True,True, Nejib Ben Azouz,Nejib Ben Azouz,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_823.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_823_eval.json
826,completed,True,False,False,5,0,5,False,5,0,0,50,25,25,50.0,1,3,3,0,1,0.5,1.0,0.375,False,True,False,False,5,0,False,0,False,False,False,False,0,95.0,False,True,Sunset at Biafra,Sunset in Biafra,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_826.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_826_eval.json
827,completed,True,False,False,14,0,14,False,14,0,0,140,72,68,48.5714,1,5,5,0,1,0.6666666666666666,1.0,0.5,True,True,True,False,14,0,False,0,False,False,False,False,0,0.0,False,False,Edwin Hughes Kendrick,None,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_827.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_827_eval.json
828,completed,True,False,False,14,0,14,False,12,2,0,120,49,71,59.1667,3,4,4,5,4,0.125,0.0,0.0,True,True,True,False,14,2,False,0,False,False,False,False,0,20.0,True,False,Ama Barbara Biney,None,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_828.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_828_eval.json
830,completed,True,True,False,10,1,11,False,10,0,0,100,44,56,56.0,0,4,4,0,1,0.8333333333333334,1.0,0.16666666666666666,False,True,False,False,11,0,False,0,False,False,False,False,0,85.0,True,True,Implicit Theories of Intelligence Predict Achievement across an Adolescent Transition: A Longitudinal Study and an Intervention.,Implicit Theories of Intelligence Predict Achievement Across an Adolescent Transition: A Longitudinal Study and an Intervention,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_830.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_830_eval.json
832,completed,True,True,False,10,1,11,False,10,0,0,100,29,71,71.0,1,8,8,0,1,0.6666666666666666,1.0,0.3333333333333333,False,True,True,True,11,0,False,0,False,False,False,False,0,90.0,False,False,"Maxime Gonalons, 20th Century","Maxime Gonalons, 20th century",C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_832.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_832_eval.json
833,completed,True,False,False,23,1,24,True,20,3,0,200,72,128,64.0,5,11,11,6,7,0.4444444444444444,0.75,0.3333333333333333,True,False,False,False,24,3,False,0,False,False,False,False,0,60.0,False,False,Rudy Cox,None,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_833.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_833_eval.json
834,completed,True,True,False,11,2,13,False,11,0,0,110,46,64,58.1818,2,5,5,0,1,1.0,1.0,0.7142857142857143,False,True,False,False,13,0,False,0,False,False,False,False,0,85.0,True,True,Cozens Ranch Museum ,Cozens Ranch Museum,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_834.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_834_eval.json
835,completed,True,True,False,13,1,14,False,13,0,0,130,48,82,63.0769,3,7,7,0,1,0.8571428571428571,0.75,0.42857142857142855,False,True,False,False,14,0,False,0,False,False,False,False,0,90.0,True,True,Whitesnake,Whitesnake,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_835.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_835_eval.json
836,completed,True,True,False,11,1,12,False,11,0,0,110,53,57,51.8182,0,5,5,0,1,0.7,1.0,0.7,False,True,True,True,12,0,False,0,False,False,False,False,0,85.0,True,True,Tina Tutkova,Tina Tutkova,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_836.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_836_eval.json
838,completed,True,True,False,14,2,16,False,13,1,0,130,59,71,54.6154,0,6,6,0,1,0.5555555555555556,1.0,0.3333333333333333,False,True,True,True,16,1,False,0,False,False,False,False,0,90.0,True,True,Sandie Hatch,Sandie Hatch,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_838.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_838_eval.json
840,completed,True,True,False,16,2,18,False,15,1,0,150,82,68,45.3333,0,6,6,0,1,0.8,1.0,0.6,False,True,False,False,18,1,False,0,False,False,False,False,0,95.0,True,False,19th century; Spain,19;Spain,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_840.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_840_eval.json
843,completed,True,False,False,23,1,24,True,11,12,0,110,25,85,77.2727,4,9,9,11,11,0.7142857142857143,1.0,0.42857142857142855,True,False,True,False,24,12,False,0,False,False,False,False,0,0.0,False,False,Mathilda Bjarnehed,None,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_843.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_843_eval.json
844,completed,True,True,False,18,0,18,False,17,1,0,170,47,123,72.3529,5,12,12,5,3,0.8333333333333334,1.0,0.6666666666666666,False,True,True,True,18,1,False,0,False,False,False,False,0,90.0,True,True,Melissa Marr,Melissa Marr,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_844.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_844_eval.json
847,completed,True,False,False,13,1,14,False,13,0,0,130,51,79,60.7692,2,7,7,0,1,0.4,0.3333333333333333,0.4,True,True,True,False,14,0,False,0,False,False,False,False,0,25.0,False,False,Urza Acharya,None,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_847.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_847_eval.json
