query_id,status,is_completed,judge_correct,judge_parse_error,search_calls,get_document_calls,total_tool_calls,budget_exhausted,actual_retrieval_searches,blocked_exact_duplicate_searches,unparsable_search_outputs,result_slots,unique_docids_seen,repeated_result_slots,repeated_result_slot_percent,zero_novelty_searches,low_novelty_searches_le_3_new,high_overlap_searches_ge_7_repeats,repeated_reasoning_events,max_exact_reasoning_repeat,retrieval_recall,citation_precision,citation_recall,explicit_cannot_determine,early_completed_before_budget,final_evidence_gap_signal,caveated_candidate_before_budget,productive_tool_calls,rejected_duplicate_calls,early_final_guard_triggered,early_final_recoveries,emergency_finalizer_attempted,emergency_finalizer_succeeded,retrieval_exclusions_applied,retrieval_fallback_applied,stagnation_guidance_count,model_confidence,gold_answer_literal_found_in_tool_output,extracted_answer_literal_found_in_tool_output,correct_answer,extracted_answer,run_file,eval_file
873,completed,True,False,False,24,0,24,True,24,0,0,240,81,159,66.25,3,16,16,9,10,0.625,0.0,0.0,True,False,True,False,24,0,False,0,False,False,False,False,0,0.0,False,False,27,None,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_873.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_873_eval.json
875,completed,True,False,False,24,0,24,True,12,12,0,120,51,69,57.5,3,6,6,13,8,0.4444444444444444,0.6666666666666666,0.2222222222222222,False,False,False,False,24,12,False,0,False,False,False,False,0,85.0,True,False,Kevin Anderson,David Foster,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_875.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_875_eval.json
234,completed,True,False,False,23,1,24,True,22,1,0,220,34,186,84.5455,12,19,19,0,1,0.4,1.0,0.4,False,False,False,False,24,1,False,0,False,False,False,False,0,80.0,False,True,Little Lovely,The Crook,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_234.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_234_eval.json
237,completed,True,False,False,23,1,24,True,18,5,0,180,60,120,66.6667,4,10,10,3,3,0.6666666666666666,1.0,0.3333333333333333,True,False,True,False,24,5,False,0,False,False,False,False,0,30.0,True,False,Edward Winslow,None,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_237.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_237_eval.json
999,completed,True,True,False,23,1,24,True,15,8,0,150,43,107,71.3333,2,10,10,7,5,0.4,1.0,0.2,False,False,False,False,24,8,False,0,False,False,False,False,0,85.0,True,True,TENDER,TENDER,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_999.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_999_eval.json
1000,completed,True,False,False,24,0,24,True,10,14,0,100,33,67,67.0,2,6,6,13,14,0.3333333333333333,0.0,0.0,False,False,False,False,24,14,False,0,False,False,False,False,0,90.0,True,False,Matthew Arnum Barnor,Edward Twumasi Ansah,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_1000.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_1000_eval.json
1002,completed,True,False,False,24,0,24,True,19,5,0,190,80,110,57.8947,3,10,10,7,5,0.3333333333333333,0.0,0.0,True,False,True,False,24,5,False,0,False,False,False,False,0,50.0,True,False,Amherst College,None,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_1002.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_1002_eval.json
1005,completed,True,False,False,23,1,24,True,7,16,0,70,27,43,61.4286,2,4,4,14,14,0.4444444444444444,1.0,0.3333333333333333,False,False,False,False,24,16,False,0,False,False,False,False,0,95.0,True,True,Folke Karl Skoog,Folke K. Skoog,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_1005.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_1005_eval.json
1007,completed,True,False,False,24,0,24,True,18,6,0,180,65,115,63.8889,2,10,10,6,7,0.4,0.0,0.0,False,False,True,False,24,6,False,0,False,False,False,False,0,30.0,True,True,Ahmed Ezz,John Travolta,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_1007.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_1007_eval.json
1036,completed,True,False,False,24,0,24,True,18,6,0,180,58,122,67.7778,3,10,10,4,5,0.3333333333333333,0.0,0.0,False,False,False,False,24,6,False,0,False,False,False,False,0,85.0,False,False,Yemi Alade,Nicki Minaj,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_1036.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_1036_eval.json
1038,completed,True,False,False,23,1,24,True,17,6,0,170,45,125,73.5294,7,13,13,7,8,0.75,0.3333333333333333,0.25,True,False,True,False,24,6,False,0,False,False,False,False,0,20.0,False,False,"Wind farms, fisheries, alien predators, climate change: can we conserve seabirds?",None,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_1038.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_1038_eval.json
1052,completed,True,False,False,24,0,24,True,12,12,0,120,60,60,50.0,1,5,5,15,16,0.14285714285714285,0.0,0.0,False,False,False,False,24,12,False,0,False,False,False,False,0,85.0,False,False,The Legend of Scarface,The Writer's Journey,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_1052.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_1052_eval.json
1057,completed,True,False,False,22,2,24,True,22,0,0,220,39,181,82.2727,10,19,19,11,12,1.0,1.0,0.6666666666666666,True,False,True,False,24,0,False,0,False,False,False,False,0,0.0,False,False,Anne,None,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_1057.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_1057_eval.json
1066,completed,True,False,False,24,0,24,True,13,11,0,130,45,85,65.3846,4,7,7,13,14,0.5,0.0,0.0,True,False,True,False,24,11,False,0,False,False,False,False,0,0.0,False,False,Inner Land,None,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_1066.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_1066_eval.json
3,completed,True,True,False,24,0,24,True,14,10,0,140,53,87,62.1429,2,7,7,7,8,0.75,1.0,0.375,False,False,False,False,24,10,False,0,False,False,False,False,0,90.0,True,True,Amr Zaki,Amr Zaki,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_3.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_3_eval.json
7,completed,True,False,False,23,1,24,True,23,0,0,230,100,130,56.5217,3,10,10,0,1,0.45454545454545453,1.0,0.36363636363636365,False,False,False,False,24,0,False,0,False,False,False,False,0,60.0,False,False,Savannah College of Art and Design,"University of California, San Diego",C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_7.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_7_eval.json
26,completed,True,False,False,24,0,24,True,15,9,0,150,85,65,43.3333,0,5,5,5,3,0.6,0.75,0.6,False,False,False,False,24,9,False,0,False,False,False,False,0,60.0,False,True,Binochios,Balboa,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_26.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_26_eval.json
469,completed,True,False,False,24,0,24,True,18,6,0,180,47,133,73.8889,0,14,14,5,6,1.0,1.0,1.0,False,False,True,False,24,6,False,0,False,False,False,False,0,85.0,False,False,978-0197549704,9780593433449,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_469.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_469_eval.json
484,completed,True,False,False,24,0,24,True,22,2,0,220,45,175,79.5455,8,18,18,4,5,0.6666666666666666,0.0,0.0,False,False,False,False,24,2,False,0,False,False,False,False,0,85.0,False,False,A Dialogue about the Impacts of Mass Digitization Projects. Symposium paper on Scholarship and Libraries in Transition. ,The African Library and Information System,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_484.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_484_eval.json
494,completed,True,False,False,24,0,24,True,15,9,0,150,77,73,48.6667,0,5,5,11,8,0.0,0.0,0.0,True,False,True,False,24,9,False,0,False,False,False,False,0,30.0,False,False,Armando Vega,None,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_494.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_494_eval.json
501,completed,True,False,False,24,0,24,True,24,0,0,240,118,122,50.8333,1,9,9,0,1,0.6666666666666666,1.0,0.3333333333333333,False,False,False,False,24,0,False,0,False,False,False,False,0,90.0,True,False,Accelerated evolution of SARS-CoV-2 in free-ranging white-tailed deer,The Role of the Gut Microbiome in the Pathogenesis of COVID-19,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_501.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_501_eval.json
507,completed,True,False,False,24,0,24,True,11,13,0,110,54,56,50.9091,2,4,4,10,11,0.3333333333333333,0.0,0.0,False,False,False,False,24,13,False,0,False,False,False,False,0,85.0,False,True,Running Wild,Alice Cooper,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_507.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_507_eval.json
515,completed,True,True,False,24,0,24,True,24,0,0,240,105,135,56.25,0,12,12,0,1,0.5,1.0,0.375,False,False,True,False,24,0,False,0,False,False,False,False,0,90.0,False,False,Paper and Watermark Museum,Paper and Watermark Museum,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_515.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_515_eval.json
523,completed,True,False,False,24,0,24,True,11,13,0,110,42,68,61.8182,1,6,6,13,12,0.4,0.6,0.3,False,False,False,False,24,13,False,0,False,False,False,False,0,95.0,True,True,Revele Films,Revele Film Productions,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_523.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_523_eval.json
553,completed,True,False,False,24,0,24,True,8,16,0,80,38,42,52.5,0,3,3,15,16,0.3333333333333333,1.0,0.3333333333333333,False,False,False,False,24,16,False,0,False,False,False,False,0,90.0,False,False,Femi Aghedo,Michael Akotia,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_553.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_553_eval.json
262,completed,True,False,False,22,2,24,True,22,0,0,220,78,142,64.5455,2,11,11,0,1,1.0,1.0,0.3333333333333333,True,False,True,False,24,0,False,0,False,False,False,False,0,0.0,False,False,Steve Falat,None,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_262.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_262_eval.json
297,completed,True,False,False,24,0,24,True,9,15,0,90,35,55,61.1111,2,4,4,8,9,0.125,0.0,0.0,True,False,True,False,24,15,False,0,False,False,False,False,0,60.0,False,False,Insomnia,None,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_297.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_297_eval.json
298,completed,True,False,False,24,0,24,True,21,3,0,210,55,155,73.8095,7,16,16,0,1,0.1,0.0,0.0,False,False,False,False,24,3,False,0,False,False,False,False,0,80.0,False,False,Fred Gisa Rwigema,Ion Antonescu,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_298.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_298_eval.json
303,completed,True,False,False,23,1,24,True,14,9,0,140,47,93,66.4286,3,9,9,7,8,0.0,0.0,0.0,False,False,False,False,24,9,False,0,False,False,False,False,0,85.0,False,True,Luciana Lixandru,Patrick Awuah,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_303.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_303_eval.json
41,completed,True,False,False,24,0,24,True,24,0,0,240,44,196,81.6667,9,22,22,0,1,1.0,1.0,0.7142857142857143,False,False,False,False,24,0,False,0,False,False,False,False,0,80.0,False,False, AUG 26 1999,"September 12, 1993",C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_41.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_41_eval.json
46,completed,True,True,False,23,1,24,True,18,5,0,180,63,117,65.0,2,11,11,9,10,0.3333333333333333,1.0,0.3333333333333333,False,False,False,False,24,5,False,0,False,False,False,False,0,95.0,True,True,Rowan Simpson,Rowan Simpson,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_46.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_46_eval.json
63,completed,True,False,False,23,1,24,True,13,10,0,130,56,74,56.9231,2,6,6,9,10,1.0,0.8571428571428571,0.75,False,False,False,False,24,10,False,0,False,False,False,False,0,80.0,True,False,St. Louis,Philadelphia,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_63.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_63_eval.json
68,completed,True,False,False,23,1,24,True,14,9,0,140,45,95,67.8571,4,9,9,7,7,0.3333333333333333,1.0,0.3333333333333333,False,False,True,False,24,9,False,0,False,False,False,False,0,70.0,False,False,"Professor Trefor Jenkins, Benjamin Pogrund Medal for Advancing Non-Racialism","Trefor Jenkins, Order of the British Empire (OBE)",C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_68.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_68_eval.json
571,completed,True,True,False,23,1,24,True,23,0,0,230,77,153,66.5217,2,15,15,0,1,0.75,0.75,0.75,False,False,False,False,24,0,False,0,False,False,False,False,0,75.0,True,True,Cynarra Ferguson,Cynarra Ferguson,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_571.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_571_eval.json
575,completed,True,True,False,21,3,24,True,21,0,0,210,82,128,60.9524,5,12,12,0,1,0.8,0.0,0.0,False,False,True,False,24,0,False,0,False,False,False,False,0,80.0,True,True,Lauren Jarmusz,Lauren Jarmusz,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_575.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_575_eval.json
576,completed,True,False,False,24,0,24,True,7,17,0,70,37,33,47.1429,0,2,2,15,15,0.25,0.0,0.0,False,False,False,False,24,17,False,0,False,False,False,False,0,80.0,False,False,Cobra Verde ,The Name of the Rose,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_576.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_576_eval.json
580,completed,True,False,False,24,0,24,True,10,14,0,100,48,52,52.0,1,4,4,11,12,0.2,1.0,0.2,False,False,False,False,24,14,False,0,False,False,False,False,0,90.0,False,True,You're the Worst,Gossip Girl,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_580.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_580_eval.json
591,completed,True,True,False,24,0,24,True,20,4,0,200,47,153,76.5,5,15,15,1,2,0.16666666666666666,1.0,0.16666666666666666,False,False,False,False,24,4,False,0,False,False,False,False,0,80.0,True,True,German University in Cairo,German University in Cairo,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_591.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_591_eval.json
596,completed,True,False,False,23,1,24,True,23,0,0,230,99,131,56.9565,0,12,12,2,3,0.5714285714285714,0.23076923076923078,0.42857142857142855,True,False,True,False,24,0,False,0,False,False,False,False,0,20.0,False,False,2078,None,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_596.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_596_eval.json
600,completed,True,False,False,24,0,24,True,18,6,0,180,97,83,46.1111,2,5,5,7,5,0.3333333333333333,0.0,0.0,True,False,True,False,24,6,False,0,False,False,False,False,0,0.0,False,False,Hermann Göring,None,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_600.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_600_eval.json
601,completed,True,False,False,24,0,24,True,24,0,0,240,78,162,67.5,4,13,13,0,1,0.16666666666666666,0.0,0.0,True,False,True,False,24,0,False,0,False,False,False,False,0,0.0,True,False,Alexis Nicolas,None,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_601.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_601_eval.json
610,completed,True,False,False,24,0,24,True,16,8,0,160,54,106,66.25,2,9,9,5,6,0.6666666666666666,1.0,0.3333333333333333,False,False,True,False,24,8,False,0,False,False,False,False,0,50.0,True,True,Mercyful Fate,King Diamond,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_610.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_610_eval.json
619,incomplete_no_final_answer,False,,True,24,0,24,True,14,10,0,140,73,67,47.8571,0,5,5,11,9,0.8,,,False,False,False,False,24,10,False,0,False,False,False,False,0,,False,False,Roméo Antonius Dallaire,,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_619.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_619_eval.json
631,completed,True,False,False,24,0,24,True,9,15,0,90,35,55,61.1111,1,5,5,12,13,0.5,1.0,0.25,True,False,False,False,24,15,False,0,False,False,False,False,0,100.0,False,False, GHS 41.6 million,None,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_631.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_631_eval.json
636,incomplete_no_final_answer,False,,True,24,0,24,True,8,16,0,80,31,49,61.25,1,5,5,15,15,0.0,,,False,False,False,False,24,16,False,0,False,False,False,False,0,,False,False,2011,,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_636.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_636_eval.json
643,completed,True,False,False,23,1,24,True,12,11,0,120,45,75,62.5,0,7,7,12,13,0.75,1.0,0.5,False,False,False,False,24,11,False,0,False,False,False,False,0,100.0,False,True,Alicia Moruf,John J Farley,C:\Users\Dell\BrowseComp-Plus\runs\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_643.json,C:\Users\Dell\BrowseComp-Plus\evals\atom-electron-1.3-9b-full-830-docs-v2-128k\run_qid_643_eval.json
